user_id,recipe_id,date,rating,review
9869,11040,2001-10-19,5,"Bergy, this is absolutely delicious..Asparagus is one of my favourite vegetables..and I make a quick stove top using balsamic vinegar. But made like this and with the parmesan as well....it was superb. =)"
15841,10261,2001-09-26,4,This is a great recipe. We also cubed the squash which we liked better. The yellow zucchinni really worked well. Thanks
23326,14016,2001-11-10,0,"I think this recipe is cruel as Squirrels are kind & friendly creatures. They're also very cute. Maybe it's because I grew up reading ""Squirrel Nutkin"" books and have managed to cross the road safely ever since."
23668,14016,2001-11-14,1,"I agree with Guy.  All of us who have been members of the Tufty Club should rise up and put an end to this wanton cruelty. P.S. I happen to know that Guy is a driving instructor and is an expert on road safety, so his review is both well-informed and professional. Plus - I once tried to feed walnuts to the squirrels outside my window. Ha!"
23796,14016,2001-11-16,0,"given that a squirrel is not much more than a tree rat I'm suprised that anybody would even think of such a thing. Guy is right, up the squrrel liberation front."
11815,14016,2001-12-13,5,"I don't know where these guys come from, but where I come from small game hunting is the norm.  I just wish more people would do it as the squirrel, rabbit and other small game populations are climbing.

I haven't tried this recipe yet but I cant wait to skinn them little limb rats and munch on some grindage.

Keep hunting alive."
11882,5190,2001-08-15,5,My husband and I just loved this recipe. I am always looking for new and exciting recipes. This one made it on my list.
15572,5190,2001-12-22,4,"I used boneless pork chops, doubled the gravy recipe, and served it over toast.  Delicious."
5903,3470,2001-02-18,5,awesome....kids loved it!!!!!
6688,3470,2001-03-24,3,diff. brands of soup make it taste diff. but a very good meal for alazy day...
9869,13210,2001-11-09,5,"These were really good, the mustard gives them a great colour, and I should have listened to you and made more!"
9466,13210,2001-11-30,4,The caramelized onions are the best part.  Next time I will use 2 onions.  I also think that dijon mustard might be an interesting variation.
13483,13210,2001-12-16,5,I am always looking for new and interesting ways to serve vegetables.  This filled the bill.  It was excellent. The only thing I added was garlic as garlic goes with almost everything!!  Good recipe. Thanks
27130,16256,2001-12-27,5,Easy and delicious!
20754,7413,2001-11-10,4,This is a easy tasty recipe.  My whole family loved it.
15851,376,2001-08-21,5,yummy!  A good way to hide veggies from kids since they look and taste like hushpuppies!  We loved them
9869,14569,2001-12-25,5,"Such a simple dessert and really good too, this was a Christmas dessert for us, I had planned on making this a few weeks ago, sure glad I did."
5135,834,2001-03-19,5,"It was easy to make, had a great flavor, and my kids even liked it. I suggest more sauce than recipe calls for, because you will want to have it to spoon over burgers when served."
4470,834,2001-08-21,5,I love hamburgers and I love this recipe! This is so easy and comes out very tasty.  I wanted a tad more sauce so right at the end I added an oz of vodka mmmmm. Thanks for a really good recipe
16334,834,2001-08-23,5,"This sauce is so yummy, and the aroma is wonderful. I cooked 3 rump steaks instead, and doubled the sauce mixture, using small, frequent amounts to fry the steak in (and to put on top of the steak as a quick marinade), then using the bit left over to spoon over the steak and fried rice I made. I also used soy margarine instead of butter, dijon mustard and 1 freshly squeezed orange, because I ran out of lemons."
15572,834,2001-10-19,5,"Nummmmmy!  Add Lipton Onion Soup mix to the hamburger (actually I used ground turkey, less fat)  Make at least double the recipe for the sauce.  I made triple and it was just enough for the two of us.  Use Grey Poupon mustard.  This is easy to make and well worth the effort."
22023,834,2001-10-24,4,I really enjoyed this recipe.  I always need something new to make with hamburger meat.  It was sooo easy to make and it tasted wonderful.  And one of the bet parts was that I had all the ingredients.  I served it with greenbeans and mashed potatoes.
13483,834,2001-11-05,4,I paid attention to all the comments about making more sauce.  I fully understand why they were made!!  I love lemon anything and I added a bit more lemon than called for and it was delicious.  This is a recipe well worth doing again!!
19799,834,2001-12-28,5,"This recipe is awesome.I doubled the sauce and served it with baked potates,salad,and crusty rolls.Hubby said he felt like we were at a restaurant.Can't wait to try this out on my relatives when they visit."
6702,657,2001-11-23,5,"My bread loving family adored these rolls! My only change for next time is to make 16 rolls instead of 8, they were HUGE for dinner rolls! :) The leftover will be great for turkey sandwiches though. ;)"
3288,6819,2001-03-29,2,OK...but I thought it was missing some pizzaz.
21752,10208,2001-10-30,3,"The directions weren't the clearest I ever saw, but I managed to figure it all out, and this makes a pretty good cake!  There wasn't much left over after 24 hours."
12657,7917,2001-07-23,4,"Very tasty, but rather heavy smoothie. I'd like to try this recipe using water instead of milk, but that would make it a slush. Perhaps substituting half the milk with cold water would serve the purpose as well. 
The honey offers a very nice flavour to this smoothie."
14059,7917,2001-09-10,4,Great. Just when I thought I had kicked the smoothie habit....
8000,7585,2001-04-09,4,"I would pre-blanch a red potato, for about 15 minutes, peel and dice it, and add it to the water.
After adding the water, and lentils, I would add one peeled, diced, drained tomato.
Dash of this, and that; oregano, parsley, paprika, cayenne pepper, tobasco.
I would use 1 tbs of red wine vinegar, instead of 2 tbs of cider vinegar."
7934,7585,2001-04-18,4,"I would like to add the dashes of ""this and that"" according to John Skrable's ideas, this sounds very scrupmtious!!"
10291,7585,2001-05-30,4,"Lentilsoup is one of my favorite dishes and my Mom made it quite often because it was an inexpensive way to feed a whole family. In Germany we do not use the celery or the carrots in Lentilsoup, but I actually like that idea, gives it an extra little flavor. And yes we often use ham or even brown some bacon as added flavor.
The way I make it is, I cut about a quarter pound of bacon into strips, brown these, the put in one chopped onion and let it brown slightly until golden. I add water and the desired amount of lentils. Let it cook for about an hour. In a seperate saucepan I melt 3 tbs margarine and put in 3 tbs of flour, then I use about 3 tbs of vinegar take some of the already made lentil soup and mix it up good so you dont get lumps, transfer to lentil soup and stir well, let cook an additional half hour. Cut up some Frankfurters heat, and serve over Spaetzle.
Very famous dish in every Gasthaus in Germany."
18391,4779,2001-10-17,3,Not as good as i thought it would be .. sorry
7503,9861,2001-07-05,5,"YUM YUM!!!  WHAT a GREAT IDEA FOR SUMMER...These were great on a platter next to my 4th of JULY BBQ.  I FRIED A BUNCH AND THEY WENT PERFECTLY NEXT TO THE HOT DOGS AND RIBS...SO Easy and SO GOOD.  The kids were grabbin' them left and right.  I added a little OLD BAY to the Batter.  Thank Jen...Check out my Rib recipe, what a pair they made.  Beverly, NJ"
12392,9861,2001-07-16,4,this was a new one on me it' really good.
6357,9460,2001-08-08,0,Mohanthal is a favourite with Sindhi''s like myself:)
9121,13535,2001-11-05,5,This was absolutely delicious!  Thank you!!
16140,8952,2001-09-21,5,This was absolutely delicious!
19995,12100,2001-09-27,5,"I made these last night for my roomates. We ate them up so fast. I'm not a real experienced cook, but these where easy to make."
18660,12100,2001-10-06,5,"I have always loved stuffed mushrooms, but afraid to try to make them myself.  This recipe was tasty and easy.  Looks and tastes like a lot of work, but it's not!"
10216,8867,2001-11-23,5,swap letters for an obscenity in the second version(trust me to find that!) I dont know what galliano is... or why it should float
26416,11624,2001-12-26,1,"It sounds good, however, she does not give a ratio for the ingredients."
17084,11217,2001-10-01,5,What an awesome way to use up my zucchini (there always seems to be too much).  This recipe surprised my friends and family who couldn't believe there was more zucchini than tomato in it.  We found it was plenty hot with only 5 jalepenos.
27315,16051,2001-12-27,0,"My aussie husband visited Boston 25 years ago and came back raving about Popovers and till today I have not been able to find a recipe for them.
Thanks for saving my sanity and marriage
He is truly a content man now!"
2962,1595,2001-04-09,4,The recipe works well and is fairly flexable.  I have tried it without the lemon or with 4 chicken breasts instead of 3.
21694,12571,2001-11-01,4,"Very good, this dish also brought me to the fine bacon, which before this was not one of my favorites."
15451,10360,2001-08-30,0,"Correction regarding Ingredients
I feel that this recipe is lacking in a raising agent probably baking powderI feel that it requires 4 teaspoons .also I do not think it would be a good keeper [shortshelf life] as there is too little fat. which is what helps to extend the the shelf life.I will try them and report back.

Hilda.
 "
6357,10825,2001-09-16,4,Nice one...I also would like to add that some maraschino cherries scattered around would look good and very tempting as well as taste delicious....and maybe you could also sprinkle some chocolate chips on the top:)
21618,11051,2001-10-20,5,Very Impressive
13318,12571,2001-10-15,5,How pleased I was to find this recipe.  My husband is of Slovack decent and has grown up on food such as this.  We both enjoyed this recipe.
22302,12571,2001-10-29,5,"Hi Vicki- Cathy here - Yes we will print this recipe as well - thank you for posting it for all to enjoy -
Next time you make a batch - call us - and we will do the same.
I like both versions have you submitted the fattening butter and cottage cheese receipe?  That one is truly decadent!!  Let me know when you do!  Grandma Paquette would be so happy to learn that you have done this to carry on the traditions of the family....
Love to you all, 
Cathy"
20236,12116,2001-10-01,4,"The sauce was the best, I will try it on alot of other stuff."
16140,12116,2001-10-28,4,"A lovely side dish,this I will make again,I did,t have canned beets(not common here in S/Africa)so used cooked fresh ones."
21694,12515,2001-10-30,4,"A little bland, but still delicious."
21675,12978,2001-10-22,0,These are quite tasty and easy to make..
25919,15743,2001-12-15,4,A really useful recipe.  I love this sauce.
16459,11423,2001-11-08,5,These were great and very esy to make!
24230,14509,2001-11-26,4,"This was really fast, and very good.  I didn't add the caviar, but I think it tasted just fine without it, so did my Thanksgiving dinner guests."
7119,9232,2001-12-31,4,"I''m not a fan of sundried tomatoes, but this recipe was good, I added roasted garlic to spruce up the flavor a little. I also reduced the amount of lemon juice. otherwise a very good recipe. thank you for posting it."
19419,3713,2001-12-27,5,I was having four generations for Christmas dinner and was looking for something that I could prepare ahead and all would like. I cooked it up and put it in the crockpot on low so people could just serve themselves. It was a big hit with everyone from the 2 year old to the 87 year old matriarch. I think the new 2 week old was the only one who didn't have some.
18391,11577,2001-11-20,5,"I tried the green peas scramble, and this was even better!!"
6357,10088,2001-07-09,5,It brightened up the day and added to the romance in the air:)
17781,10088,2001-09-04,5,"This dessert is so wonderful! I wasn't sure I would like it because of the sour cream, but I think that's what makes it so good! Thanks."
22370,10088,2001-10-30,5,Very easy to make and tastes great!  The kids loved it too.  The evaporated milk and sour cream give it a distinct taste.  I would recommend it for a holiday meal or potluck.
15759,10088,2001-11-25,5,"Not hard at all to put together.
Looks pretty and taste is super!"
19412,10088,2001-12-13,5,Extremely easy and very good.  I also made some and added mini marshmallows.  My kids liked that one best.
20159,3807,2001-12-29,4,I baked 1 squash at 350 F. for 45 mins.  Probably could have cooked 1 hr but had to serve dinner.  My MIL suggested cooking the squash halves upside-down (so they get evenly cooked) and adding the ingredients after the first 30 mins.  We loved the flavors!
9869,15514,2001-12-13,5,Now I know how I can use the bottle of Amaretto Ive had in the cupboard for months...this is yummy!!
15900,11107,2001-08-29,0,Wonderful!!!!!!!!!1111
20159,11107,2001-11-25,5,My teenage kids loved it as well as my husband - the best.  I increased the amount of water used and only used 1/2 stick of butter total.  The sauce was still great.  MMMM!!
11674,10104,2001-07-11,0,Now that I have made this several times I would double the ingredients for the marinade to make the final sauce more flavorful.
11297,10104,2001-07-16,4,Really great. Sometimes I also add some thinly sliced carrot. The orange & green look really good together.  I serve over boiled rice.  Cheers :)
6584,6640,2001-03-29,4,very good ! took some to mom & dad and they want more.
23395,4468,2001-11-12,0,"This sounds yummie, but I'd be interested in how you serve this.

Also, there are some ingredients in the directions that are missing from the ingredient list.  It says to stir in the cane syrup and green onions, but they are not listed as ingredients.

Also, in would help to note somewhere that the sweet potatoes need to be cooked.
Some folks may not know how to make a roux so that information would be helpful also."
25267,14897,2001-12-04,5,Melted in my mouth.
6357,14925,2001-12-11,4,"Nice cake. I baked this this evening. Its nice, but my guests said that the eggs were a little too much. I guess 3 eggs will be good enough.
I used raspberry jam for this."
21487,15692,2001-12-14,5,I haven't tried this exact recipe yet however anything with garlic wins top billing with me. I have however created this almost exactly in a cold version but included red wine vinegar.
21694,13303,2001-11-03,5,Absolutly heavenly!  I love the feta!
5049,4368,2001-01-29,3,"This was easy to make, but when mashing the potatoes and garlic, be sure to get the garlic mashed.  It is hard to find it in the potatoes, so you need to mash it all well.  The taste is subtle, but true.  You may want to add a little more butter and salt."
11306,4368,2001-06-18,5,realy nice
20754,4368,2001-11-23,5,I thought this recipe was great!  I did change it a little though.  Instead of garlic cloves I used minced garlic run though my processer before adding to the potatoes.  It was delicious!  I did add more salt and pepper.
18660,10490,2001-10-09,5,"My family loved this recipe.  The recipe makes ample sauce which has a sweet and sour taste. We served the chicken over white rice and the sauce added flavor to the rice also. Try this recipe, it's a nice dish to serve to guests also."
22397,9970,2001-10-31,4,I thought this was a decent recipe.  I would use more spices to liven things up a bit and I omitted the cheddar cheese from the mix.  It seemed a bit too velveta-ish with all those cheeses mixed together.  I substituted some freshly grated Romano instead and the taste was great.  Thanks
24923,9970,2001-12-10,5,"This was a great recipe. I made a healthier version using 50 % less fat sausage and low fat cheeses. Next time I will make this with ground turkey sausage, to cut the fat even more. Very tasty and filling. Made the whole recipe and froze half of it for a no prep second meal. For 2 people it was 4 meals."
4470,3057,2001-09-04,5,I had them with vanilla yogurt and they were great. I also served them with a pork roast Thanks Bergy
16666,8938,2001-09-06,5,When we were in Iran (5 years) we would make this with lentel beans. Yogurt with onion and cummbers. Alot of fresh sliced veg.
21730,8462,2001-10-23,5,Delicious. I substitued onions with shallots and add some cellery.
20920,8260,2001-10-10,5,"this dish was very simple and quick to make,and used hardly any ingredients. i did however change the garlic powder to chopped garlic and it worked a treat. i served the lamb korabiak with baby carrots that had been steamed in the oven in foil in plenty of sugar, salt, pepper and mixed herbs and the whole dish was absoloutly delicious, the best iv`e tasted in a long time!"
11543,8260,2001-11-18,5,I used fresh garlic.  I served the chops with a greek salad and rice and tzatziki sauce.  An outstanding meal.
25115,15280,2001-12-26,5,Delicious!! Made it for Christmas dinner and this was everyone's favorite.  Very flavorful.  Recieved a lot of complements on this one.
9468,8596,2001-05-16,3,"It was not quite like the Olive Garden. It was very liquid, while their's seems to be thicker. I may try adding more parmesan while it is cooking. The parmesan didn't melt in very well."
10864,8596,2001-06-20,3,"I enjoyed this dish very much.  My husband used to work for the olive garden, so he knows the alfredo sauce when he tastes it.  I used preshreaded parmesan cheeze and put it in just before i took it off the heat and it melted fine.  i also used just a touch more cream cheeze so it wouldn't be too thin which worked.  personally i thought it had too much of a cream taste.  i may next time try a little buttermilk.  
Good recipe, but it needs a little tweeking if you ask me."
21019,8596,2001-10-18,5,"If you change the t table spoons cream cheese to 8 ounce pack of cream cheese its better the Olive Gardens. Also if you are adding sea food such as Crab meat, shrimp, or Samon I think 2 oz. for clam juice would round out this dish.  Its so good I put it on our menu once a week and sell out each time."
12790,9767,2001-07-18,5,"Alright - I'm notoriously a bad cook.  My previous menu mostly included cereal with milk and take-out.

Call me crazy, but I got ambitious a little bit ago, and decided I was going to cook up a meal for a date.

It must have been divine intervention, because for some reason I actually chose this intimidating recipe.

Well - hallelujah! Amazingly it turned out fantastic!
I even impressed my gourmet chef boss with the left-overs.

I am very impressed with this one.

Thanks!

I'm serving it tonite for a dinner date - also including rice and maybe some bread - most likely bisquits and honey (ok - so I'm no gourmet).
I think this also goes well with a semi-dry white wine.
"
21694,14245,2001-11-20,5,I had this for lunch and it was great.  I substituted the brown rice for wild rice though.
6014,3238,2001-02-22,3,"This recipe was delicious, but took a lot of time, cost and effort to make."
20832,8650,2001-10-09,5,"Spicy, zingy, bold, yet full of subtle nuance. Incredibly simple to make, and a little goes a LONG way. I tried it with home grown basil on bowties with some diced sundried tomatos, and YUMMMMM.... Lovely color as well!"
6357,8961,2001-05-29,0,"The lovely colours of this cake tempt your eyes...and melt your heart...and make your mouth water, just to have a bite and then have another one and then one more...endlessly!!"
21734,11923,2001-11-12,0,"No Rating...yet.

For all you dummies (like me) out there, Step 3 is a little ambiguous, but it's VERY IMPORTANT to pour the egg mixture INTO the bacon grease, as instructed. The egg is what thickens it up, so if it doesn't cook, you get a watery potato salad. Add a little heat if you need it I'm going to try this one again to see if I can get it right.

It was good anyway, watery or not, although quite a bit sweeter then I expected!

A pinch of cayenne was not enough for my taste...I cound't actually taste it at all. I'm going to push it up to 1/8 tsp next time (with halfs on everything to get 6 servings instead of 12), and maybe add some paprika just for kicks.

Ate this with some grilled ribeye steaks and a cold hoppy English-style ale...Yummm!

I'll post a followup to let you know how it went."
24942,11923,2001-11-29,5,I think this recipe is going to be good. I am an American and never have eaten German food. I hanv to do a project on Germany so I decided to make this dish. It sounds great.
6143,5465,2001-02-28,5,"Substituted whole grain bread.  Used organic banana, natural (unhydrogenated) peanut butter.  I saved time, utensils and steps by mashing the banana on the bread.  So it took me less than 5 minutes to prepare.  Easy.  1 skillet, 1 knife, 1 paper plate.  Delicious, it was.  And very nutritious.  The sauteeing took the dryness out of this popular sandwich.  Would I serve it to guests?  To the young at heart, yes.  And the heating of the banana gave it a decided Deep-South flavor, almost exotic."
26696,4075,2001-12-20,5,My husband took some to work and everyone wanted the recipe.  Easy recipe and worth the little bit of time.
23293,13937,2001-11-10,5,very easy to make  my family enjoyed it.
19013,9027,2001-11-01,5,Very easy and tasty.  Adding a little soy sauce gives a little extra kick.
27614,16463,2001-12-31,0,"Too complicated to even attempt.  Plus, there were ingredients I have never used and probably would not use again. Otherwise, it would probably be a tasty drink. Plus, the drink was lacking nutritinally compared to some of the other similar recipes I saw on this site.  Sorry!"
17104,9140,2001-09-14,1,"Started out cooking in a crockpot,8 hours later cabbage still not cooked,better prepared in a stockpot.Added can of tomatoes since fresh tomatoes didn't quite do the trick.Sauerkraut gave soup a tart taste."
10356,7529,2001-05-31,5,"My family loved it! I did double the flour mixture, and it worked out very well."
12076,7529,2001-08-01,5,"Lynn Remmers

My husband was born in Holland, so I took great pleasure in making this for him.  We both loved it!"
17055,7529,2001-09-04,0,I am from Pensylvania but now live in Tennesse and have not had this pie in years. I can not wait to make it.
19043,11742,2001-09-19,0,"Excellent, well worth the work and wait."
5802,2941,2001-02-12,5,I used this recipe for a baby shower and it was the talk of the party.  It's sooo easy and absolutely wonderful!!!
10099,2941,2001-05-24,4,"I served this at a christening party I gave for a friend this past weekend and it was a hit. However, I think next time I make it I will decrease the amount of sherbert by 1/2 to decrease sweetness and play with it from there.  All the guests liked it though, and several asked for the recipe."
10306,2941,2001-05-29,5,"I made this punch for a bridal shower. It was really easy to make and everyone loved it. They kept going back for more! I added frozen raspberries to help keep the punch cool. It added a nice, decorative touch and by the time we got around to drinking it, the raspberries had thawed enough to where they were edible. I will be using this recipe for any future showers or parties."
16549,2941,2001-08-29,5,I also used this recipe for a bridal shower.  Everyone loved it.  Several of the guests wanted to have the recipe.  It was perfect for the warm sumnmer afternoon.  I did find it very quick to make.  I also added the frozen raspberries.  I was extremely pleased with the results. Thank you.
12875,10301,2001-08-05,5,"I HATE GUACAMOLE!  I have NEVER tasted guacamole that I liked.  But, I loved this recipe it was delicious.  My husband loves guacamole and I made this recipe for him.  He loved it and I loved it."
13483,9919,2001-09-04,4,This was so easy to make.  It sure beats the bought stuff.  I used a bit more garlic and everyone seemed to like it.  Thanks for the recipe
6357,10616,2001-09-10,4,"Great on a terribly hot summer afternoon, goes well with Vegetarian Biryani and even with a spicy curry!"
13712,210,2001-08-05,5,"This is the best punch to have at any party.  It tastes so good, that another two batches had to be made.  In fact, it's so easy to make, anyone can make it at any time."
4353,4832,2001-01-05,3,"This is only a low sodium recipe if you completely omit the salt - just use a little more pepper, or some garlic powder."
6357,9313,2001-07-23,0,This sweet has been my childhood and teenage time favourite. The way to my heart is through this sweet:)
10332,9313,2001-09-20,0,Nasty
11291,5347,2001-06-26,2,I did like the recipe but not my husband unfortunately. He couldn't put his finger on it but I think that the main problem was missing sauce and the consistency of the whole casserole.
7802,12174,2001-10-24,4,Good recipe for winter when you can't get to the grill. The sauce is quite tasty and the meat comes out very tender.
20214,12174,2001-11-12,4,"This recipe is very good.  I didn't have the honey
mustard, so I used liquid honey and djon mustard.  I also added 1 cup of hickory Kraft BBQ sauce, just to give the sauce another dimension.
I also took the ribs out of the sauce, and baked them on a baking sheet for another 1/2 hour in a 300 degree oven.  This way, they are more like ribs from the grill.  Very yumppy......  Enjoy."
12076,12677,2001-10-15,5,"This sounds delicious, I am going to try it tonight! Thank you. 
Lynn Remmers - Australia."
20716,2537,2001-10-07,5,a very nice easy recipe.a recipe that has the right ingredents
22242,2537,2001-10-28,5,I am always trying to find a better apple pie. This one is a definite plus in my book and company enjoyed it served warm with cinnammon ice cream which I made by softening 1/2 gallon of vanilla and blending in cinnamon to taste. Then refreeze it and serve with pie.
24923,13784,2001-11-29,3,"I needed something healthy and quick with chicken. The basil made a big difference in the taste. I also added shredded low fat cheese. I will make this agin, and maybe add some diced onion for flavor and diced red pepper for color."
5398,6975,2001-01-27,5,if you love clams and garlic you will love this recipe. I plan to make large quanties for the upcoming superbowl party at the hitchin post in salem oregon.go ravens. 
22015,8763,2001-11-29,5,"This is one of our family favorites, we usually use paprika on the potatos."
15572,5229,2001-12-23,4,"I'm not big on black breads, so I used sourdough.  Terrific!  Try sprinkling a bit of garlic powder and a touch of ground red pepper on the butter on the outside of the bread before you grill it."
6357,4939,2001-06-04,5,This is YUMMMY!!!!! A perfect treat for chocolate lovers all over the globe!
6164,10075,2001-07-09,4,"Easy and tastes wonderful ! Really good for someone working like me who can come home in the evening and cook something like this  and even goes well with the guests . Thanks for sharing with all of us.

Smiles
Mini"
20076,10075,2001-11-25,2,"I made these for Thanksgiving.  While they did smell great, they didn't go over that well.  I followed the instructions to a ""T"" and the one thing I disliked, it nearly ruined my glass baking dish.  Took 2 days to get it clean, probably from the vinegar, who knows."
8763,2155,2001-04-26,4,"It took me about 30 minutes to make this delicious ginger cake. Who ever created this recipe is an angel, and a true cook! My complements to the Cheif!"
16140,2155,2001-09-10,4,Lovely Moist cake
20895,14911,2001-12-17,0,This is different than how I make sausage gravy. I will try this! Sounds easier than my way.
5060,12244,2001-10-03,4,"Very good, thank-you, my husband thought it was what he calls ""sneaky hot"",he enjoyed it and wants it again. My mouth is still tingley. 
Used skinless, legs.
The only problem I had was after the first 6 minutes I took the chicken out to turn it over and the sauce had heavily congealed, so I spooned it into a cup and poured 3 or 4 more tablespoons of sherry in and whisked it up, put the chicken back in and poured the thinned sauce over it. When it was done, (8 minutes) the sauce had thickened again and coated the chicken nicely, without adding any more cornstarch. It will be a repeat. Looking forward to cold left overs. 
Dorothy"
22412,13255,2001-10-29,5,"for those wondering about the ginger biscuits, the equivalent - gingersnap cookies!!
this recipe is easy to make and delicious."
6976,2903,2001-03-24,4,This dish was prepared and plated in about 45 minutes (including prep time) and was very easy to make.  We made the dish just as the recipe read with no substitutions.  For the ground red pepper we used cayenne (go very light lest it be too hot).  I will admit that we bumped the amount of garlic up a bit to about 3 cloves chopped.
10314,2903,2001-09-13,5,This recipe was REALLY quick and easy.  It tasted wonderful.  The peppers gave it an almost sweet flavor.  Very different from conventional fish recipes.  I will be making this again very soon.
5523,2713,2001-02-01,4,Good one even for cold nights in Toronto.
15656,9280,2001-09-04,4,"The  middle of my cake wasn't cooked like the rest.
Anybody know why? I put it back in the oven for 10 
more min. Turned out good :)"
21171,9280,2001-10-15,5,"I lost my recipe for carrrot cake.Was tearing kitchen apart,husband suggested I do a search on computer.
This was the one I lost!!!SOOO man sometimes know what they're talking about.(joke)Cake turned out GREAT!!!
       Thanks again,Dawn"
22059,9280,2001-10-25,5,"The cake was delicious . . . only I added raisins and coconut into the cake batter and only had to cook it for 30 minutes.  I also bought my own icing and when I toasted the coconut, I also put walnuts on top.  Great cake!  Everyone loved it."
10216,12787,2001-10-24,5,"yum! only rating necesarry, yum! :))) sharp chedar or cured manchego, I dont know if you can get cured manchego cheese in US(?), guacamole, onions and hot chile salsa is best IMHO"
9869,12787,2001-11-03,5,"I have always loved quesadillas just never made them. These were so easy and so tasty, my husband has never tried them at all, and he really enjoyed them. I used a sharp cheddar cheese, chicken, tomato, green pepper, green chilli, black olives and sour cream. I know it will become a 'regular'!!  =)"
6357,8455,2001-06-07,3,"Nice - this one's short, sweet and splendid!"
10260,9054,2001-05-29,5,"My mother used to make these, and this recipe is very like hers (she never added cheese, though--don't know why, because adding cheese sounds yummy).  These are great slathered with butter.  Thanks for submitting it."
15814,3062,2001-08-31,5,Great! Easy to make.
15609,9231,2001-09-26,5,"This is very good.  Especially easy too for those who are fairly new to cooking.   At first, I was skeptical about the ramen noodles."
20084,9231,2001-10-10,4,Next time I would leave out the red bell pepper....
25694,13610,2001-12-10,5,"This is the best chili I have made and ate.  No more canned chili for us!  It was also very easy and fun to make, presents nicely."
4408,175,2001-01-08,5,"I haven't tried it yet, but when I do I will use cherry cola"
6359,1168,2001-03-12,5,"i dunno i didnt eat it! or make it, for  that matter..."
6111,3605,2001-02-28,2,"I thought the ginger, star anise and parsnips are some of the most important ingredients in the soup.  I have read the recipe many times to find out when to add those ingredients.  No luck.  Can't find it."
21641,13700,2001-11-05,5,"My mom also use makes these. They're wonderful and great for any party. These were even served at my wedding. Thanks for posting this recipe, we had lost it over the years. :)"
4470,8739,2001-07-24,5,I don't know if I enjoyed the quacamole or the intro to this recipe the most.  Both are great!
9869,8739,2001-09-07,5,"The chips were warm, the beer was cold, the guacamole was great!!  =)"
